checker_semantics_verified,crosses_hyperperiod_boundary,derived_deadline_ns,derived_scenario,flow_id,last_absolute_deadline_ns,last_instance_release_ns,period_ns,release_ns,scenario
True,False,1650000,L_REDSTAR_A110,SC_S2_C12_M01,7979800,6329800,2000000,329800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C12_M02,7981500,6331500,2000000,331500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C12_M03,7776700,6126700,2000000,126700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C12_M04,7816900,6166900,2000000,166900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C13_M01,7704900,6054900,2000000,54900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C13_M02,7806100,6156100,2000000,156100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C13_M03,7916900,6266900,2000000,266900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C13_M04,7895900,6245900,2000000,245900,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S2_C14_M01,8034500,6384500,2000000,384500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C14_M02,7947700,6297700,2000000,297700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C14_M03,7851900,6201900,2000000,201900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C14_M04,7855000,6205000,2000000,205000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C15_M01,7901700,6251700,2000000,251700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C15_M02,7683700,6033700,2000000,33700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C15_M03,7871700,6221700,2000000,221700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C15_M04,7866400,6216400,2000000,216400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C16_M01,7850300,6200300,2000000,200300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C16_M02,7745800,6095800,2000000,95800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C16_M03,7734000,6084000,2000000,84000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S2_C16_M04,7836700,6186700,2000000,186700,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C01_M01,8043500,6393500,2000000,393500,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C01_M02,8027000,6377000,2000000,377000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C01_M03,7653600,6003600,2000000,3600,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C01_M04,8028500,6378500,2000000,378500,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C02_M01,8049700,6399700,2000000,399700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C02_M02,7899400,6249400,2000000,249400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C02_M03,7858600,6208600,2000000,208600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C02_M04,7817500,6167500,2000000,167500,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C03_M01,8022500,6372500,2000000,372500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C03_M02,7670800,6020800,2000000,20800,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C03_M03,8014700,6364700,2000000,364700,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C03_M04,8023000,6373000,2000000,373000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C04_M01,7702300,6052300,2000000,52300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C04_M02,7728100,6078100,2000000,78100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C04_M03,7968800,6318800,2000000,318800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C04_M04,7792300,6142300,2000000,142300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C05_M01,7653100,6003100,2000000,3100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C05_M02,7975400,6325400,2000000,325400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C05_M03,7852100,6202100,2000000,202100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C05_M04,7688900,6038900,2000000,38900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C06_M01,7992600,6342600,2000000,342600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C06_M02,7966500,6316500,2000000,316500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C06_M03,7908000,6258000,2000000,258000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C06_M04,7870500,6220500,2000000,220500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C07_M01,7726600,6076600,2000000,76600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C07_M02,7762600,6112600,2000000,112600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C07_M03,7897600,6247600,2000000,247600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C07_M04,7985400,6335400,2000000,335400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C08_M01,7788600,6138600,2000000,138600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C08_M02,7696300,6046300,2000000,46300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C08_M03,7761200,6111200,2000000,111200,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C08_M04,8019400,6369400,2000000,369400,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C09_M01,8048700,6398700,2000000,398700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C09_M02,7830100,6180100,2000000,180100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C09_M03,7934100,6284100,2000000,284100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C09_M04,7671700,6021700,2000000,21700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C10_M01,7825000,6175000,2000000,175000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C10_M02,7937000,6287000,2000000,287000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C10_M03,7845900,6195900,2000000,195900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C10_M04,7700200,6050200,2000000,50200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C11_M01,7894000,6244000,2000000,244000,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C11_M02,8028500,6378500,2000000,378500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C11_M03,7731100,6081100,2000000,81100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C11_M04,7996700,6346700,2000000,346700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C12_M01,7736200,6086200,2000000,86200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C12_M02,7948500,6298500,2000000,298500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C12_M03,7912000,6262000,2000000,262000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C12_M04,7765500,6115500,2000000,115500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C13_M01,7681100,6031100,2000000,31100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C13_M02,7788700,6138700,2000000,138700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C13_M03,7843800,6193800,2000000,193800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C13_M04,7936600,6286600,2000000,286600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C14_M01,7816200,6166200,2000000,166200,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C14_M02,8019900,6369900,2000000,369900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C14_M03,7877000,6227000,2000000,227000,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S3_C14_M04,8034100,6384100,2000000,384100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C15_M01,7866200,6216200,2000000,216200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C15_M02,7795600,6145600,2000000,145600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C15_M03,7698300,6048300,2000000,48300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C15_M04,7681600,6031600,2000000,31600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C16_M01,7916300,6266300,2000000,266300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C16_M02,7717500,6067500,2000000,67500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C16_M03,7691100,6041100,2000000,41100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S3_C16_M04,7769600,6119600,2000000,119600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C01_M01,7764400,6114400,2000000,114400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C01_M02,7851700,6201700,2000000,201700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C01_M03,7920400,6270400,2000000,270400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C01_M04,7866400,6216400,2000000,216400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C02_M01,7807600,6157600,2000000,157600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C02_M02,7945300,6295300,2000000,295300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C02_M03,7991500,6341500,2000000,341500,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C02_M04,8044500,6394500,2000000,394500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C03_M01,7928600,6278600,2000000,278600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C03_M02,7845300,6195300,2000000,195300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C03_M03,7824700,6174700,2000000,174700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C03_M04,7847300,6197300,2000000,197300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C04_M01,7984700,6334700,2000000,334700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C04_M02,7659100,6009100,2000000,9100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C04_M03,7739200,6089200,2000000,89200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C04_M04,7984000,6334000,2000000,334000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C05_M01,7687800,6037800,2000000,37800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C05_M02,7978500,6328500,2000000,328500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C05_M03,7693200,6043200,2000000,43200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C05_M04,7929600,6279600,2000000,279600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C06_M01,7652300,6002300,2000000,2300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C06_M02,7920800,6270800,2000000,270800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C06_M03,7776600,6126600,2000000,126600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C06_M04,7923800,6273800,2000000,273800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C07_M01,7727500,6077500,2000000,77500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C07_M02,7675300,6025300,2000000,25300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C07_M03,7693900,6043900,2000000,43900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C07_M04,7808600,6158600,2000000,158600,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C08_M01,8046100,6396100,2000000,396100,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C08_M02,8009800,6359800,2000000,359800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C08_M03,7865500,6215500,2000000,215500,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C08_M04,8039200,6389200,2000000,389200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C09_M01,7679200,6029200,2000000,29200,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C09_M02,7739800,6089800,2000000,89800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C09_M03,7718700,6068700,2000000,68700,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C09_M04,8025000,6375000,2000000,375000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C10_M01,7875500,6225500,2000000,225500,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C10_M02,8002700,6352700,2000000,352700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C10_M03,7664900,6014900,2000000,14900,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C10_M04,7875600,6225600,2000000,225600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C11_M01,7892700,6242700,2000000,242700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C11_M02,7981100,6331100,2000000,331100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C11_M03,7988700,6338700,2000000,338700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C11_M04,7889000,6239000,2000000,239000,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C12_M01,8047600,6397600,2000000,397600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C12_M02,7704600,6054600,2000000,54600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C12_M03,7803400,6153400,2000000,153400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C12_M04,7829000,6179000,2000000,179000,L_REDSTAR
True,True,1650000,L_REDSTAR_A110,SC_S4_C13_M01,8006500,6356500,2000000,356500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C13_M02,7762100,6112100,2000000,112100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C13_M03,7941600,6291600,2000000,291600,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C13_M04,7776300,6126300,2000000,126300,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C14_M01,7917700,6267700,2000000,267700,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C14_M02,7684000,6034000,2000000,34000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C14_M03,7699500,6049500,2000000,49500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C14_M04,7692500,6042500,2000000,42500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C15_M01,7912100,6262100,2000000,262100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C15_M02,7831500,6181500,2000000,181500,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C15_M03,7701000,6051000,2000000,51000,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C15_M04,7916800,6266800,2000000,266800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C16_M01,7974100,6324100,2000000,324100,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C16_M02,7880400,6230400,2000000,230400,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C16_M03,7829800,6179800,2000000,179800,L_REDSTAR
True,False,1650000,L_REDSTAR_A110,SC_S4_C16_M04,7939000,6289000,2000000,289000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C01_M01,7966200,7526200,500000,26200,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C01_M02,7992500,7552500,500000,52500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C01_M03,7961000,7521000,500000,21000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C01_M04,7989000,7549000,500000,49000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C02_M01,7966700,7526700,500000,26700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C02_M02,7968600,7528600,500000,28600,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C02_M03,7965500,7525500,500000,25500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C02_M04,7969800,7529800,500000,29800,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C03_M01,8016700,7576700,500000,76700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C03_M02,7986800,7546800,500000,46800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C03_M03,7999400,7559400,500000,59400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C03_M04,7980300,7540300,500000,40300,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C04_M01,8023100,7583100,500000,83100,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C04_M02,7942200,7502200,500000,2200,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C04_M03,8019700,7579700,500000,79700,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C04_M04,8028900,7588900,500000,88900,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C05_M01,7958400,7518400,500000,18400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C05_M02,7960200,7520200,500000,20200,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C05_M03,7943000,7503000,500000,3000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C05_M04,7978200,7538200,500000,38200,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C06_M01,8033900,7593900,500000,93900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C06_M02,8031500,7591500,500000,91500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C06_M03,7982500,7542500,500000,42500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C06_M04,7967700,7527700,500000,27700,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C07_M01,8033900,7593900,500000,93900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C07_M02,8022300,7582300,500000,82300,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C07_M03,8018700,7578700,500000,78700,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C07_M04,8011300,7571300,500000,71300,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C08_M01,8024800,7584800,500000,84800,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C08_M02,8031400,7591400,500000,91400,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C08_M03,8023800,7583800,500000,83800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C08_M04,7967700,7527700,500000,27700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C09_M01,7966800,7526800,500000,26800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C09_M02,7981400,7541400,500000,41400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C09_M03,7989300,7549300,500000,49300,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C09_M04,7980900,7540900,500000,40900,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C10_M01,7981800,7541800,500000,41800,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C10_M02,8013800,7573800,500000,73800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C10_M03,7973700,7533700,500000,33700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C10_M04,7980500,7540500,500000,40500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C11_M01,7943100,7503100,500000,3100,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C11_M02,7956900,7516900,500000,16900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C11_M03,8010900,7570900,500000,70900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C11_M04,8005200,7565200,500000,65200,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C12_M01,8010700,7570700,500000,70700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C12_M02,7952900,7512900,500000,12900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C12_M03,8015100,7575100,500000,75100,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C12_M04,8011500,7571500,500000,71500,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C13_M01,8013000,7573000,500000,73000,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C13_M02,8020600,7580600,500000,80600,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C13_M03,7986400,7546400,500000,46400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C13_M04,7961500,7521500,500000,21500,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C14_M01,8021700,7581700,500000,81700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C14_M02,7956000,7516000,500000,16000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C14_M03,7942400,7502400,500000,2400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C14_M04,7962300,7522300,500000,22300,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C15_M01,7960900,7520900,500000,20900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C15_M02,8039300,7599300,500000,99300,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C15_M03,7945100,7505100,500000,5100,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C15_M04,7974400,7534400,500000,34400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C16_M01,7952500,7512500,500000,12500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C16_M02,7955100,7515100,500000,15100,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S1_C16_M03,8036200,7596200,500000,96200,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S1_C16_M04,7976400,7536400,500000,36400,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C01_M01,8021400,7581400,500000,81400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C01_M02,7973800,7533800,500000,33800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C01_M03,7947600,7507600,500000,7600,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C01_M04,8002400,7562400,500000,62400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C02_M01,7953300,7513300,500000,13300,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C02_M02,8008400,7568400,500000,68400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C02_M03,7994400,7554400,500000,54400,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C02_M04,8031600,7591600,500000,91600,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C03_M01,7994200,7554200,500000,54200,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C03_M02,7966000,7526000,500000,26000,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C03_M03,8006500,7566500,500000,66500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C03_M04,7976300,7536300,500000,36300,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C04_M01,7964000,7524000,500000,24000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C04_M02,7954600,7514600,500000,14600,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C04_M03,8021700,7581700,500000,81700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C04_M04,7981800,7541800,500000,41800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C05_M01,7943900,7503900,500000,3900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C05_M02,8011100,7571100,500000,71100,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C05_M03,8018600,7578600,500000,78600,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C05_M04,7988100,7548100,500000,48100,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C06_M01,8007000,7567000,500000,67000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C06_M02,7940200,7500200,500000,200,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C06_M03,8015400,7575400,500000,75400,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C06_M04,7940100,7500100,500000,100,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C07_M01,7952300,7512300,500000,12300,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C07_M02,7942100,7502100,500000,2100,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C07_M03,7948100,7508100,500000,8100,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C07_M04,8012000,7572000,500000,72000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C08_M01,7975800,7535800,500000,35800,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C08_M02,7989600,7549600,500000,49600,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C08_M03,8023500,7583500,500000,83500,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C08_M04,7947700,7507700,500000,7700,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C09_M01,7992900,7552900,500000,52900,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C09_M02,8039300,7599300,500000,99300,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C09_M03,7956100,7516100,500000,16100,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C09_M04,7984200,7544200,500000,44200,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C10_M01,7987700,7547700,500000,47700,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C10_M02,8012600,7572600,500000,72600,L_REDSTAR
True,True,440000,L_REDSTAR_A110,SF_S2_C10_M03,8034000,7594000,500000,94000,L_REDSTAR
True,False,440000,L_REDSTAR_A110,SF_S2_C10_M04,7960000,7520000,500000,20000,L_REDSTAR
